ibge_code,ibge_city_code,name
312610905,3126109,Formiga
312610910,3126109,Albertos
312610915,3126109,Baiões
312610925,3126109,Pontevila
312620805,3126208,Formoso
312620815,3126208,Goiasminas
312630705,3126307,Fortaleza de Minas
312640605,3126406,Fortuna de Minas
312650505,3126505,Francisco Badaró
312650530,3126505,Tocoiós de Minas
312660405,3126604,Francisco Dumont
312670305,3126703,Francisco Sá
312670310,3126703,Canabrava
312670315,3126703,Catuni
312675205,3126752,Franciscópolis
312675210,3126752,Antônio Ferreira
312680205,3126802,Frei Gaspar
312690105,3126901,Frei Inocêncio
312695005,3126950,Frei Lagonegro
312700805,3127008,Fronteira
312700820,3127008,Santo Antônio do Rio Grande
312705705,3127057,Fronteira dos Vales
312707305,3127073,Fruta de Leite
312710705,3127107,Frutal
312710710,3127107,Aparecida de Minas
312720605,3127206,Funilândia
312730505,3127305,Galiléia
312730508,3127305,Santa Cruz de Galiléia
312730515,3127305,Sapucaia do Norte
312733905,3127339,Gameleiras
312733915,3127339,Jacu das Piranhas
312735405,3127354,Glaucilândia
312737005,3127370,Goiabeira
312738805,3127388,Goianá
312740405,3127404,Gonçalves
312750305,3127503,Gonzaga
312750310,3127503,Conceição da Brejaúba
312760205,3127602,Gouveia
312770105,3127701,Governador Valadares
312770110,3127701,Alto de Santa Helena
312770115,3127701,Baguari
312770120,3127701,Brejaubinha
312770125,3127701,Chonim
312770128,3127701,Chonin de Baixo
312770130,3127701,Derribadinha
312770135,3127701,Penha do Cassiano
312770137,3127701,Santo Antônio do Pontal
312770140,3127701,Goiabal
312770142,3127701,São José do Itapinoã
312770145,3127701,São Vítor
312770155,3127701,Vila Nova Floresta
312780005,3127800,Grão Mogol
312780010,3127800,Barrocão
312790905,3127909,Grupiara
312800605,3128006,Guanhães
312800610,3128006,Correntinho
312800615,3128006,Farias
312800620,3128006,Sapucaia de Guanhães
312800625,3128006,Taquaral de Guanhães
312810505,3128105,Guapé
312810510,3128105,Araúna
312820405,3128204,Guaraciaba
312825305,3128253,Guaraciama
312830305,3128303,Guaranésia
312830310,3128303,Santa Cruz do Prata
312840205,3128402,Guarani
312850105,3128501,Guarará
312860005,3128600,Guarda-Mor
312870905,3128709,Guaxupé
312880805,3128808,Guidoval
312890705,3128907,Guimarânia
312900405,3129004,Guiricema
312900410,3129004,Tuiutinga
312900415,3129004,Vilas Boas
312910305,3129103,Gurinhatã
312910310,3129103,Flor de Minas
312920205,3129202,Heliodora
312930105,3129301,Iapu
312930115,3129301,São Sebastião da Barra
312940005,3129400,Ibertioga
312950905,3129509,Ibiá
312950910,3129509,Argenita
312950915,3129509,Tobati
312960805,3129608,Ibiaí
312960815,3129608,Bom Jesus da Vereda
312965705,3129657,Ibiracatu
312965710,3129657,Bonança
312965715,3129657,Campo Alegre de Minas
312970705,3129707,Ibiraci
312980605,3129806,Ibirité
312980610,3129806,Parque Durval de Barros
312990505,3129905,Ibitiúra de Minas
313000205,3130002,Ibituruna
313005105,3130051,Icaraí de Minas
313010105,3130101,Igarapé
313020005,3130200,Igaratinga
313020010,3130200,Antunes
313030905,3130309,Iguatama
313030915,3130309,Corguinhos
313040805,3130408,Ijaci
313050705,3130507,Ilicínea
313055605,3130556,Imbé de Minas
313060605,3130606,Inconfidentes
313065505,3130655,Indaiabira
313065510,3130655,Barra de Alegria
313070505,3130705,Indianópolis
313080405,3130804,Ingaí
313090305,3130903,Inhapim
313090307,3130903,Bom Jesus do Rio Preto
313090310,3130903,Itajutiba
313090313,3130903,Jerusalém
313090316,3130903,Macadame
313090319,3130903,Novo Horizonte de Inhapim
313090321,3130903,Santo Antônio do Alegre
313090323,3130903,São Tomé de Minas
313090325,3130903,Tabajara
313100005,3131000,Inhaúma
313110905,3131109,Inimutaba
313115805,3131158,Ipaba
313115815,3131158,Vale Verde de Minas
313120805,3131208,Ipanema
313130705,3131307,Ipatinga
313130710,3131307,Barra Alegre
313140605,3131406,Ipiaçu
313150505,3131505,Ipuiúna
313160405,3131604,Iraí de Minas
313170305,3131703,Itabira
313170310,3131703,Ipoema
313170315,3131703,Senhora do Carmo
313180205,3131802,Itabirinha
313180210,3131802,Boa União de Itabirinha
313190105,3131901,Itabirito
313190110,3131901,Acuruí
313190115,3131901,Bação
313190120,3131901,São Gonçalo do Monte
313200805,3132008,Itacambira
313210705,3132107,Itacarambi
313220605,3132206,Itaguara
313230505,3132305,Itaipé
313240405,3132404,Itajubá
313240460,3132404,Lourenço Velho
313250305,3132503,Itamarandiba
313250313,3132503,Contrato
313250315,3132503,Padre João Afonso
313250320,3132503,Penha de França
313260205,3132602,Itamarati de Minas
313270105,3132701,Itambacuri
313270110,3132701,Frei Serafim
313270115,3132701,Guarataia
313280005,3132800,Itambé do Mato Dentro
313290905,3132909,Itamogi
313300605,3133006,Itamonte
313310505,3133105,Itanhandu
313320405,3133204,Itanhomi
313320415,3133204,Edgard Melo
313320425,3133204,São Francisco do Jataí
313330305,3133303,Itaobim
313340205,3133402,Itapagipe
313350105,3133501,Itapecerica
313350110,3133501,Lamounier
313350115,3133501,Marilândia
313350120,3133501,Neolândia
313360005,3133600,Itapeva
313370905,3133709,Itatiaiuçu
313370910,3133709,Santa Terezinha de Minas
313375805,3133758,Itaú de Minas
313380805,3133808,Itaúna
313390705,3133907,Itaverava
313390710,3133907,Monsenhor Isidro
313400405,3134004,Itinga
313400410,3134004,Jacaré
313410305,3134103,Itueta
313410310,3134103,Quatituba
313420205,3134202,Ituiutaba
313430105,3134301,Itumirim
313430110,3134301,Macuco de Minas
313440005,3134400,Iturama
313440010,3134400,Alexandrita
313450905,3134509,Itutinga
313460805,3134608,Jaboticatubas
313460810,3134608,Almeida
313470705,3134707,Jacinto
313470707,3134707,Avaí do Jacinto
313470710,3134707,Jaguarão
313480605,3134806,Jacuí
313490505,3134905,Jacutinga
313490510,3134905,São Sebastião dos Robertos
313490515,3134905,Sapucaí
313500105,3135001,Jaguaraçu
313500116,3135001,Lagoa de Pau
313505005,3135050,Jaíba
313507605,3135076,Jampruca
313507615,3135076,São Sebastião do Barroso
313510005,3135100,Janaúba
313510010,3135100,Barreiro da Raiz
313510015,3135100,Quem-Quem
313510020,3135100,Vila Nova dos Poções
313520905,3135209,Januária
313520915,3135209,Brejo do Amparo
313520925,3135209,Levinópolis
313520933,3135209,Pandeiros
313520935,3135209,Riacho da Cruz
313520940,3135209,São Joaquim
313520945,3135209,Tejuco
313520950,3135209,Várzea Bonita
313530805,3135308,Japaraíba
313535705,3135357,Japonvar
313535720,3135357,Nova Minda
313540705,3135407,Jeceaba
313540710,3135407,Bituri
313540715,3135407,Caetano Lopes
313545605,3135456,Jenipapo de Minas
313550605,3135506,Jequeri
313550610,3135506,Grota
313550615,3135506,Piscamba
313550617,3135506,Pouso Alegre da Mata
313550620,3135506,São Vicente do Grama
313560505,3135605,Jequitaí
313570405,3135704,Jequitibá
313570410,3135704,Doutor Campolina
313580305,3135803,Jequitinhonha
313580310,3135803,Guaranilândia
313580315,3135803,São Pedro do Jequitinhonha
313590205,3135902,Jesuânia
313600905,3136009,Joaíma
313600907,3136009,Giru
313610805,3136108,Joanésia
313620705,3136207,João Monlevade
313630605,3136306,João Pinheiro
313630610,3136306,Caatinga
313630615,3136306,Canabrava
313630617,3136306,Luizlândia do Oeste
313630620,3136306,Olhos D'água do Oeste
313630623,3136306,Santa Luzia da Serra
313630625,3136306,Veredas
313640505,3136405,Joaquim Felício
313650405,3136504,Jordânia
313650410,3136504,Estrela de Jordânia
313652005,3136520,José Gonçalves de Minas
313655305,3136553,José Raydan
313657905,3136579,Josenópolis
313660305,3136603,Nova União
313665205,3136652,Juatuba
313665210,3136652,Boa Vista da Serra
313670205,3136702,Juiz de Fora
313670260,3136702,Rosário de Minas
313670270,3136702,Sarandira
313670280,3136702,Torreões
313680105,3136801,Juramento
313690005,3136900,Juruaia
313695905,3136959,Juvenília
313695915,3136959,Monte Rei
313695920,3136959,Porto Agrário
313700705,3137007,Ladainha
313700710,3137007,Concórdia do Mucuri
313710605,3137106,Lagamar
313710620,3137106,São Brás de Minas
313720505,3137205,Lagoa da Prata
313720515,3137205,Martins Guimarães
313730405,3137304,Lagoa dos Patos
313740305,3137403,Lagoa Dourada
313750205,3137502,Lagoa Formosa
313750207,3137502,Limeira de Minas
313750210,3137502,Monjolinho de Minas
313753605,3137536,Lagoa Grande
313760105,3137601,Lagoa Santa
313760114,3137601,Lagoinha de Fora
313760115,3137601,Lapinha
313770005,3137700,Lajinha
313770020,3137700,Prata de Lajinha
313780905,3137809,Lambari
313790805,3137908,Lamim
313800505,3138005,Laranjal
313800510,3138005,São João da Sapucaia
313810405,3138104,Lassance
313820305,3138203,Lavras
313830205,3138302,Leandro Ferreira
313835105,3138351,Leme do Prado
313835120,3138351,Posses
313840105,3138401,Leopoldina
313840110,3138401,Abaíba
313840115,3138401,Piacatuba
313840120,3138401,Providência
313840125,3138401,Ribeiro Junqueira
313840130,3138401,Tebas
313850005,3138500,Liberdade
313860905,3138609,Lima Duarte
313860910,3138609,Conceição da Ibitipoca
313860915,3138609,São Domingos da Bocaina
313860920,3138609,São José dos Lopes
313862505,3138625,Limeira do Oeste
313865805,3138658,Lontra
313865815,3138658,Umbuzeiro
313867405,3138674,Luisburgo
313868205,3138682,Luislândia
313868225,3138682,São Judas Tadeu de Minas
313870805,3138708,Luminárias
313880705,3138807,Luz
313880710,3138807,Esteios
313890605,3138906,Machacalis
313900305,3139003,Machado
313900310,3139003,Douradinho
313910205,3139102,Madre de Deus de Minas
313920105,3139201,Malacacheta
313920120,3139201,Jaguaritira
313920125,3139201,Junco de Minas
313920130,3139201,Santo Antônio do Mucuri
313925005,3139250,Mamonas
313925010,3139250,Barrinha
313930005,3139300,Manga
313930020,3139300,Nhandutiba
313940905,3139409,Manhuaçu
313940907,3139409,Dom Corrêa
313940911,3139409,Ponte do Silva
313940913,3139409,Palmeiras do Manhuaçu
313940914,3139409,Realeza
313940925,3139409,São Pedro do Avaí
313940930,3139409,São Sebastião do Sacramento
313940940,3139409,Vilanova
313950805,3139508,Manhumirim
313960705,3139607,Mantena
313960710,3139607,Barra do Ariranha
313960715,3139607,Limeira de Mantena
313970605,3139706,Maravilhas
313980505,3139805,Mar de Espanha
313980510,3139805,Engenho Novo
313980515,3139805,Saudade
313990405,3139904,Maria da Fé
313990410,3139904,Pintos Negreiros
314000105,3140001,Mariana
314000110,3140001,Bandeirantes
314000115,3140001,Cachoeira do Brumado
314000120,3140001,Camargos
314000125,3140001,Cláudio Manuel
314000130,3140001,Furquim
314000135,3140001,Monsenhor Horta
314000140,3140001,Padre Viegas
314000145,3140001,Passagem de Mariana
314000150,3140001,Santa Rita Durão
314010005,3140100,Marilac
314015905,3140159,Mário Campos
314020905,3140209,Maripá de Minas
314030805,3140308,Marliéria
314030815,3140308,Cava Grande
314040705,3140407,Marmelópolis
314050605,3140506,Martinho Campos
314050610,3140506,Alberto Isaacson
314050615,3140506,Ibitira
314053005,3140530,Martins Soares
314053020,3140530,Pinheiro de Minas
314055505,3140555,Mata Verde
314060505,3140605,Materlândia
314070405,3140704,Mateus Leme
314070410,3140704,Azurita
314070420,3140704,Serra Azul
314080305,3140803,Matias Barbosa
314085205,3140852,Matias Cardoso
314085235,3140852,Rio Verde de Minas
314090205,3140902,Matipó
314090210,3140902,Padre Fialho
314100905,3141009,Mato Verde
314100910,3141009,São João do Bonito
314110805,3141108,Matozinhos
314110810,3141108,Mocambeiro
314120705,3141207,Matutina
314130605,3141306,Medeiros
314140505,3141405,Medina
314140510,3141405,Tuparecê
314150405,3141504,Mendes Pimentel
314160305,3141603,Mercês
314170205,3141702,Mesquita
314170211,3141702,Barra Grande de Mesquita
314180105,3141801,Minas Novas
314180106,3141801,Baixa Quente
314180115,3141801,Cruzinha
314180120,3141801,Lagoa Grande de Minas Novas
314180125,3141801,Ribeirão da Folha
314190005,3141900,Minduri
314200705,3142007,Mirabela
314200710,3142007,Muquém
314210605,3142106,Miradouro
314220505,3142205,Miraí
314220510,3142205,Dores da Vitória
314225405,3142254,Miravânia
314230405,3142304,Moeda
314230410,3142304,Coco
314240305,3142403,Moema
314250205,3142502,Monjolos
314250210,3142502,Rodeador
314260105,3142601,Monsenhor Paulo
314270005,3142700,Montalvânia
314270020,3142700,Pitarana
314270025,3142700,São Sebastião dos Poções
314270030,3142700,Capitania
314280905,3142809,Monte Alegre de Minas
314290805,3142908,Monte Azul
314300505,3143005,Monte Belo
314300510,3143005,Juréia
314300515,3143005,Santa Cruz da Aparecida
314310405,3143104,Monte Carmelo
314315305,3143153,Monte Formoso
314320305,3143203,Monte Santo de Minas
314320310,3143203,Milagre
314330205,3143302,Montes Claros
314330208,3143302,Aparecida do Mundo Novo
314330210,3143302,Ermidinha
314330215,3143302,Miralta
314330220,3143302,Nova Esperança
314330222,3143302,Panorâmica
314330225,3143302,Santa Rosa de Lima
314330230,3143302,São João da Vereda
314330235,3143302,São Pedro da Garça
314330240,3143302,Vila Nova de Minas
314340105,3143401,Monte Sião
314345005,3143450,Montezuma
314350005,3143500,Morada Nova de Minas
314350010,3143500,Frei Orlando
314360905,3143609,Morro da Garça
314370805,3143708,Morro do Pilar
314380705,3143807,Munhoz
314390605,3143906,Muriaé
314390610,3143906,Belisário
314390615,3143906,Boa Família
314390620,3143906,Bom Jesus da Cachoeira
314390625,3143906,Itamuri
314390630,3143906,Pirapanema
314390640,3143906,Vermelho
314400305,3144003,Mutum
314400310,3144003,Centenário
314400312,3144003,Imbiruçu
314400315,3144003,Ocidente
314400320,3144003,Roseiral
314400325,3144003,São Francisco do Humaitá
314410205,3144102,Muzambinho
314420105,3144201,Nacip Raydan
314430005,3144300,Nanuque
314430010,3144300,Vila Pereira
314435905,3144359,Naque
314437505,3144375,Natalândia
314440905,3144409,Natércia
314450805,3144508,Nazareno
314460705,3144607,Nepomuceno
314460720,3144607,Nazaré de Minas
314460725,3144607,Santo Antônio do Cruzeiro
314465605,3144656,Ninheira
314467205,3144672,Nova Belém
314467220,3144672,Santo Antônio de Nova Belém
314470605,3144706,Nova Era
314480505,3144805,Nova Lima
314490405,3144904,Nova Módica
314500005,3145000,Nova Ponte
314505905,3145059,Nova Porteirinha
314510905,3145109,Nova Resende
314510910,3145109,Petúnia
314520805,3145208,Nova Serrana
314520810,3145208,Boa Vista de Minas
314530705,3145307,Novo Cruzeiro
314530710,3145307,Lufa
314530715,3145307,Novilhona
314530720,3145307,Queixada
314535605,3145356,Novo Oriente de Minas
314537205,3145372,Novorizonte
314540605,3145406,Olaria
314545505,3145455,Olhos-D'água
314550505,3145505,Olímpio Noronha
314560405,3145604,Oliveira
314560410,3145604,Morro do Ferro
314570305,3145703,Oliveira Fortes
314580205,3145802,Onça de Pitangui
314585105,3145851,Oratórios
314587705,3145877,Orizânia
314590105,3145901,Ouro Branco
314600805,3146008,Ouro Fino
314600810,3146008,Crisólia
314600815,3146008,São José do Mato Dentro
314610705,3146107,Ouro Preto
314610710,3146107,Amarantina
314610715,3146107,Antônio Pereira
314610720,3146107,Cachoeira do Campo
314610725,3146107,Engenheiro Correia
314610730,3146107,Glaura
314610734,3146107,Lavras Novas
314610735,3146107,Miguel Burnier
314610740,3146107,Rodrigo Silva
314610745,3146107,Santa Rita de Ouro Preto
314610750,3146107,Santo Antônio do Leite
314610752,3146107,Santo Antônio do Salto
314610755,3146107,São Bartolomeu
314620605,3146206,Ouro Verde de Minas
314625505,3146255,Padre Carvalho
314630505,3146305,Padre Paraíso
314640405,3146404,Paineiras
314640410,3146404,Poções de Paineiras
314650305,3146503,Pains
314650310,3146503,Vila Costina
314655205,3146552,Pai Pedro
314660205,3146602,Paiva
314670105,3146701,Palma
314670110,3146701,Cisneiros
314670115,3146701,Itapiruçu
314675005,3146750,Palmópolis
314675010,3146750,Dois de Abril
314690905,3146909,Papagaios
314700605,3147006,Paracatu
314710505,3147105,Pará de Minas
314710510,3147105,Ascensão
314710515,3147105,Carioca
314710520,3147105,Córrego do Barro
314710522,3147105,Tavares de Minas
314710525,3147105,Torneiros
314720405,3147204,Paraguaçu
314720410,3147204,Guaipava
314730305,3147303,Paraisópolis
314730310,3147303,Costas
314740205,3147402,Paraopeba
314750105,3147501,Passabém
314760005,3147600,Passa Quatro
314760010,3147600,Pé do Morro
314760015,3147600,Pinheirinhos
314770905,3147709,Passa Tempo
314780805,3147808,Passa-Vinte
314790705,3147907,Passos
314795605,3147956,Patis
314800405,3148004,Patos de Minas
314800410,3148004,Bom Sucesso de Patos
314800415,3148004,Chumbo
314800420,3148004,Major Porto
314800425,3148004,Pindaíbas
314800427,3148004,Pilar
314800430,3148004,Santana de Patos
314810305,3148103,Patrocínio
314810310,3148103,Salitre de Minas
314810313,3148103,Santa Luzia dos Barros
314810315,3148103,São João da Serra Negra
314810320,3148103,Silvano
314820205,3148202,Patrocínio do Muriaé
314830105,3148301,Paula Cândido
314830110,3148301,Airões
314840005,3148400,Paulistas
314850905,3148509,Pavão
314860805,3148608,Peçanha
314860815,3148608,Santa Teresa do Bonito
314870705,3148707,Pedra Azul
314870710,3148707,Araçaji de Minas
314875605,3148756,Pedra Bonita
314880605,3148806,Pedra do Anta
314890505,3148905,Pedra do Indaiá
314900205,3149002,Pedra Dourada
314910105,3149101,Pedralva
314915005,3149150,Pedras de Maria da Cruz
314915010,3149150,São Pedro das Tabocas
314920005,3149200,Pedrinópolis
314930905,3149309,Pedro Leopoldo
314930910,3149309,Doutor Lund
314930915,3149309,Fidalgo
314930917,3149309,Lagoa de Santo Antônio
314930920,3149309,Vera Cruz de Minas
314940805,3149408,Pedro Teixeira
314950705,3149507,Pequeri
314960605,3149606,Pequi
314970505,3149705,Perdigão
314980405,3149804,Perdizes
314990305,3149903,Perdões
314995205,3149952,Periquito
314995215,3149952,Pedra Corrida
314995220,3149952,São Sebastião do Baixio
315000005,3150000,Pescador
315010905,3150109,Piau
315015805,3150158,Piedade de Caratinga
315020805,3150208,Piedade de Ponte Nova
315030705,3150307,Piedade do Rio Grande
315030720,3150307,Paraíso da Piedade
315030725,3150307,Santo Antônio do Porto
315040605,3150406,Piedade dos Gerais
315050505,3150505,Pimenta
315050510,3150505,Santo Hilário
315053905,3150539,Pingo-D'água
315057005,3150570,Pintópolis
315057035,3150570,Vila Acari
315060405,3150604,Piracema
315070305,3150703,Pirajuba
315080205,3150802,Piranga
315080210,3150802,Pinheiros Altos
315080215,3150802,Santo Antônio do Pirapetinga
315090105,3150901,Piranguçu
315100805,3151008,Piranguinho
315100810,3151008,Olegário Maciel
315100820,3151008,Santa Bárbara do Sapucaí
315110705,3151107,Pirapetinga
315110710,3151107,Caiapó
315110720,3151107,Valão Quente
315120605,3151206,Pirapora
315130505,3151305,Piraúba
315140405,3151404,Pitangui
315150305,3151503,Piumhi
315160205,3151602,Planura
315170105,3151701,Poço Fundo
315170110,3151701,Paiolinho
315180005,3151800,Poços de Caldas
315190905,3151909,Pocrane
315190910,3151909,Assaraí
315190915,3151909,Barra da Figueira
315200605,3152006,Pompéu
315200610,3152006,Silva Campos
315210505,3152105,Ponte Nova
315210513,3152105,Rosário do Pontal
315210515,3152105,Vau-Açu
315213105,3152131,Ponto Chique
315217005,3152170,Ponto dos Volantes
315217020,3152170,Santana do Araçuaí
315220405,3152204,Porteirinha
315220410,3152204,Gorutuba
315220412,3152204,Mocambinho
315220414,3152204,Paciência
315220416,3152204,Mulungu de Minas
315220422,3152204,Serra Branca de Minas
315220425,3152204,Tocandira
315230305,3152303,Porto Firme
315240205,3152402,Poté
315240207,3152402,Sucanga
315240210,3152402,Valão
315250105,3152501,Pouso Alegre
315250110,3152501,Sao José do Pântano
315260005,3152600,Pouso Alto
315260010,3152600,Santana do Capivari
315270905,3152709,Prados
315280805,3152808,Prata
315280810,3152808,Jardinésia
315280815,3152808,Patrimônio
315290705,3152907,Pratápolis
315300405,3153004,Pratinha
315310305,3153103,Presidente Bernardes
315320205,3153202,Presidente Juscelino
315330105,3153301,Presidente Kubitschek
315340005,3153400,Presidente Olegário
315340010,3153400,Galena
315340020,3153400,Ponte Firme
315340030,3153400,Santiago de Minas
315350905,3153509,Alto Jequitibá
315350925,3153509,Padre Júlio Maria
315360805,3153608,Prudente de Morais
315370705,3153707,Quartel Geral
315370710,3153707,Quartel de São João
315380605,3153806,Queluzito
315390505,3153905,Raposos
315400205,3154002,Raul Soares
315400210,3154002,Bicuíba
315400215,3154002,Santana do Tabuleiro
315400220,3154002,São Sebastião do Óculo
315400225,3154002,São Vicente da Estrela
315400235,3154002,Vermelho Velho
315410105,3154101,Recreio
315410110,3154101,Angaturama
315410115,3154101,Conceição da Boa Vista
315415005,3154150,Reduto
315420005,3154200,Resende Costa
315420010,3154200,Jacarandira
315430905,3154309,Resplendor
315430910,3154309,Bom Pastor
315430915,3154309,Calixto
315430920,3154309,Campo Alegre de Minas
315430925,3154309,Independência
315430930,3154309,Nicolândia
315440805,3154408,Ressaquinha
315440807,3154408,Canjamba
315440830,3154408,Simão Tamm
315440835,3154408,Vargem do Amargoso
315445705,3154457,Riachinho
315450705,3154507,Riacho dos Machados
315450710,3154507,Bem-Querer
315460605,3154606,Ribeirão das Neves
315460610,3154606,Justinópolis
315470505,3154705,Ribeirão Vermelho
315480405,3154804,Rio Acima
315490305,3154903,Rio Casca
315490310,3154903,Jurumirim
315500905,3155009,Rio Doce
315510805,3155108,Rio do Prado
315520705,3155207,Rio Espera
315520710,3155207,Piranguita
315520715,3155207,Rio Melo
315530605,3155306,Rio Manso
315530610,3155306,Souza
315540505,3155405,Rio Novo
315550405,3155504,Rio Paranaíba
315550410,3155504,Abaeté dos Mendes
315560305,3155603,Rio Pardo de Minas
315560325,3155603,Serra Nova
315570205,3155702,Rio Piracicaba
315570210,3155702,Conceição de Piracicaba
315570215,3155702,Padre Pinto
315580105,3155801,Rio Pomba
315590005,3155900,Rio Preto
315600705,3156007,Rio Vermelho
315600710,3156007,Pedra Menina
315610605,3156106,Ritápolis
315620505,3156205,Rochedo de Minas
315630405,3156304,Rodeiro
315640305,3156403,Romaria
315645205,3156452,Rosário da Limeira
315650205,3156502,Rubelita
315660105,3156601,Rubim
315660110,3156601,Itapiru
315670005,3156700,Sabará
315670010,3156700,Carvalho de Brito
315670015,3156700,Mestre Caetano
315670020,3156700,Ravena
315680905,3156809,Sabinópolis
315680910,3156809,Euxenita
315680915,3156809,Quilombo
315690805,3156908,Sacramento
315690810,3156908,Desemboque
315700505,3157005,Salinas
315700510,3157005,Ferreirópolis
315700525,3157005,Nova Matrona
315710405,3157104,Salto da Divisa
315720305,3157203,Santa Bárbara
315720310,3157203,Barra Feliz
315720315,3157203,Brumal
315720325,3157203,Conceição do Rio Acima
315720330,3157203,Florália
315725205,3157252,Santa Bárbara do Leste
315727805,3157278,Santa Bárbara do Monte Verde
315727820,3157278,São Sebastião do Barreado
315730205,3157302,Santa Bárbara do Tugúrio
315730210,3157302,Bom Retiro
315733605,3157336,Santa Cruz de Minas
315737705,3157377,Santa Cruz de Salinas
315740105,3157401,Santa Cruz do Escalvado
315740110,3157401,São Sebastião do Soberbo
315740115,3157401,Zito Soares
315750005,3157500,Santa Efigênia de Minas
315760905,3157609,Santa Fé de Minas
315765805,3157658,Santa Helena de Minas
315765810,3157658,Bom Jesus da Vitória
315770805,3157708,Santa Juliana
315770810,3157708,Zelândia
315780705,3157807,Santa Luzia
315780710,3157807,São Benedito
315790605,3157906,Santa Margarida
315790610,3157906,Ribeirão de São Domingos
315800305,3158003,Santa Maria de Itabira
315800310,3158003,Itauninha
315810205,3158102,Santa Maria do Salto
315820105,3158201,Santa Maria do Suaçuí
315820107,3158201,Brejo de Minas
315820110,3158201,Glucínio
315820120,3158201,Poaia
315830005,3158300,Santana da Vargem
315840905,3158409,Santana de Cataguases
315850805,3158508,Santana de Pirapama
315850810,3158508,Fechados
315860705,3158607,Santana do Deserto
315870605,3158706,Santana do Garambéu
315880505,3158805,Santana do Jacaré
315890405,3158904,Santana do Manhuaçu
315890410,3158904,Santa Filomena
315895305,3158953,Santana do Paraíso
315900105,3159001,Santana do Riacho
315900110,3159001,Serra do Cipó
315910005,3159100,Santana dos Montes
315910010,3159100,Joselândia
315920905,3159209,Santa Rita de Caldas
315920907,3159209,Pião
315920910,3159209,São Bento de Caldas
315930805,3159308,Santa Rita de Jacutinga
315930810,3159308,Itaboca
315935705,3159357,Santa Rita de Minas
315940705,3159407,Santa Rita de Ibitipoca
315940710,3159407,Bom Jesus do Vermelho
315940715,3159407,Paraíso Garcia
315950605,3159506,Santa Rita do Itueto
315950607,3159506,Alto Pião
315950610,3159506,São José do Itueto
315960505,3159605,Santa Rita do Sapucaí
315970405,3159704,Santa Rosa da Serra
315980305,3159803,Santa Vitória
315980310,3159803,Chaveslândia
315980315,3159803,Perdilândia
315990205,3159902,Santo Antônio do Amparo
315990230,3159902,São Sebastião da Estrela
316000905,3160009,Santo Antônio do Aventureiro
316000910,3160009,São Domingos
316010805,3160108,Santo Antônio do Grama
316020705,3160207,Santo Antônio do Itambé
316030605,3160306,Santo Antônio do Jacinto
316030610,3160306,Catajás
316040505,3160405,Santo Antônio do Monte
316045405,3160454,Santo Antônio do Retiro
316050405,3160504,Santo Antônio do Rio Abaixo
316060305,3160603,Santo Hipólito
316060310,3160603,Senhora da Glória
316060320,3160603,Valo Fundo
316070205,3160702,Santos Dumont
316070210,3160702,Conceição do Formoso
316070215,3160702,Dores do Paraibuna
316070217,3160702,Mantiqueira
316070220,3160702,São João da Serra
316080105,3160801,São Bento Abade
316090005,3160900,São Brás do Suaçuí
316095905,3160959,São Domingos das Dores
316100705,3161007,São Domingos do Prata
316100710,3161007,Cônego João Pio
316100715,3161007,Ilhéus do Prata
316100720,3161007,Juiraçu
316100725,3161007,Santana do Alfié
316100730,3161007,Vargem Linda
316105605,3161056,São Félix de Minas
316110605,3161106,São Francisco
316110612,3161106,Lapa do Espírito Santo
316110615,3161106,Morro
316110618,3161106,Retiro
316110630,3161106,Santa Isabel de Minas
316110635,3161106,Santana de São Francisco
316110640,3161106,Travessão de Minas
316120505,3161205,São Francisco de Paula
316130405,3161304,São Francisco de Sales
316140305,3161403,São Francisco do Glória
316150205,3161502,São Geraldo
316150210,3161502,Monte Celeste
316160105,3161601,São Geraldo da Piedade
316165005,3161650,São Geraldo do Baixio
316165015,3161650,Conceição das Laranjeiras
316170005,3161700,São Gonçalo do Abaeté
316170010,3161700,Canoeiros
316180905,3161809,São Gonçalo do Pará
316190805,3161908,São Gonçalo do Rio Abaixo
316200505,3162005,São Gonçalo do Sapucaí
316200510,3162005,Ferreiras
316200515,3162005,Ribeiros
316210405,3162104,São Gotardo
316210407,3162104,Abaeté dos Venâncios
316210410,3162104,Funchal
316210415,3162104,Guarda dos Ferreiros
316210420,3162104,São José da Bela Vista
316220305,3162203,São João Batista do Glória
316225205,3162252,São João da Lagoa
316225220,3162252,São Roberto de Minas
316230205,3162302,São João da Mata
316240105,3162401,São João da Ponte
316240110,3162401,Condado do Norte
316240120,3162401,Olímpio Campos
316240125,3162401,Santo Antônio da Boa Vista
316240130,3162401,Simão Campos
316245005,3162450,São João das Missões
316250005,3162500,São João Del Rei
316250010,3162500,Arcângelo
316250015,3162500,São Gonçalo do Amarante
316250020,3162500,Emboabas
316250025,3162500,Rio das Mortes
316250030,3162500,São Sebastião da Vitória
316255905,3162559,São João do Manhuaçu
316257505,3162575,São João do Manteninha
316260905,3162609,São João do Oriente
316260930,3162609,Santa Maria do Baixio
316265805,3162658,São João do Pacuí
316265820,3162658,Santa da Pedra
316270805,3162708,São João do Paraíso
316280705,3162807,São João Evangelista
316280710,3162807,Nelson de Sena
316280715,3162807,São Geraldo do Baguari
316290605,3162906,São João Nepomuceno
316290610,3162906,Carlos Alves
